Username,Short_Reviews,Long_Reviews,Restaurant_names,User_rating,Short_Reviews_sentiment
Alicia D,"Not great, not bad","After searching through tons of listings for breakfast near us, we settled on this restaurant. We came on a Friday morning and were sat immediately but a pleasa...",Siempre Breakfast&Lunch,40,-0.03
Alicia D,Just what I wanted!,"I knew I needed to find some poutine! I looked up best poutine near me and this place came up, so we gave it a try! We were so pleased with this choice! The gen...",The Bullger,50,0
Alicia D,Diamond in the rough,Stopped in here in a Thursday morning for breakfast and so glad we did! ItÂs a small hole in the wall but what a gem! This is a classic city diner! The sugar po...,Avenue Open Kitchen,50,-0.1
Alicia D,May bien!,"What a gem! We were in the mood for something different and this was it! From the outside, this place is so unassuming but the vibe inside is so chill! We went ...",Wilbur Mexicana,50,0
Alicia D,Well worth the time and money!,We enjoyed this tour so much! Essan was absolutely fantastic and knowledgeable! We ended up having our own private tour since the 3 of us in our party were the ...,See Sight Tours,50,0.38
Alicia D,Tasteful and elegant,"Came here for an early dinner during a trip to Toronto. We made a reservation for 5p, right at opening time, so we could make it to our walking tour on time. So...",La Fenice,50,0.5
Alicia D,Such a great Thai restaurant,"First place we ate on a trip to Toronto and we were so pleased! The vibe is so unique, like an underground restaurant! We were lucky to come at a time that it w...",Pai Northern Thai Kitchen,50,0.4
Alicia D,Make sure youÂre hungry before coming here!,Went in a Friday night and it was really good! Who knew you could get so full on small plates of food! Our eyes were definitely bigger than our stomachs but we ...,Bulla Gastrobar,50,0.62
Alicia D,Delicious as always!,y that for other places today! Our server was super nice and got our drinks out super fast! You can never go wrong with their iced tea!  I got the chopped brisk...,Sonny's BBQ,50,1
Alicia D,So great and worth the money!,We waited until the last day of our trip to go to Wildflower for breakfast and it was well worth the wait! The selections were unique and delicious. We ordered ...,Wildflour Cafe And Bakery,50,0.59
Alicia D,Do NOT pass this by!,Oh my gosh! To die for! This is a must visit and you will always be happy! This is a hidden gem on the beaten path and looks very unassuming from the outside. L...,Sitka Pel'Meni,50,0
Alicia D,Have to try it!,Oh my gosh what a little gem of a place! We were curious about reindeer so had to stop by. Three of us shared the mac Ân cheese reindeer brat and it was delicio...,Jos Downtown Dawgs,50,0
Alicia D,Cute little local shop,This is a cute little place off the beaten path. Stopped in while shopping for a quick latte and was pleased with both the hot and cold lattes and flavor option...,Highliner Coffee,50,0.1
Alicia D,Super informative,"Such a great gem in town! Considering admission is free, it's even better! The tours are extensive and leave every 30 minutes. The tour guide, Matt Booth, was s...",Russian Bishop's House,50,0.33
Alicia D,What a gem!,"What a great activity to do while you're in town. With free admission, it is fun for the whole family and will occupy a significant amount of time. From the vid...",Sitka National Historic Park/Totem Park,50,0
Alicia D,Pretty good experience and food was ok,We finally got to try this place after being here a week and we were pleased. The savory butter board was good. We ordered the barley soup and that was deliciou...,Beak Restaurant,40,0.48
Alicia D,"Not the best, not the worst","We were intrigued by the menu and tried out Yuyo's while we were in town for a week. When we walked in, we were a little confused because it did but look like a...",Yuyo,30,0
Alicia D,A must try!!!,"We had a delicious meal and a great experience here! We tried the fried pickles, a Cobb salad (split the large between 3 of us), and ordered a half and half piz...",Mean Queen,50,0
shane cork,Irish waiter Cian excellent wonderful experience ,Wonderful experience with our Irish waiter Cian. Such a nice manner so friendly and kind thanks for making our experience excellent we definitely be back and ho...,House on Parliament,50,0.67
shane cork,great food and lovley staff,this was our local for rhe week large beer before 6 only 1.50 best burgers in peurto del carmen by a long shot a cheap aswell. andy the owner very nice guy aswe...,Gallagher's Beachview Sportsbar,50,0.8
shane cork,relaxing week in a peacful spot,just back from here after a week.nice clean apartments staff very helpful. less then a 10 minute walk to the main strip so your away from all the noise but stil...,Tisalaya Apartments,50,0
MomRocco,Something for Everyone,"Why Haven't I Ever Been Here?

I always thought it was ""just trees"" and had no idea about the miles of hiking trails, benches to sit upon while birding, ease of...",Morton Arboretum,50,0
MomRocco,Great Meal After a Long Drive,We stayed one night at the Idlewyld Inn and Spa and I read reviews of the restaurant before we arrived and made a reservation. It was great to have an excellent...,Idlewyld Inn Restaurant,50,0.38
MomRocco,Posh Surroundings - Very Special Occasion Place,"This is a visually lovely and old school posh restaurant. It is where we had the most expensive meal of our trip to Canada. While the food was very good, I don'...",Le Continental,40,0.46
MomRocco,Very Good Food - Poor Service ,We stopped in for lunch and were seated outside on the patio. Our server came promptly and we each ordered a glass of wine. When she brought the wine we then or...,Bistro Hortus,40,0.25
MomRocco,Lovely Evening for Dining Outside - Great Food,"After climbing the many steps uphill it took us to get up to this restaurant, we were glad we persevered. We got a nice table out on the patio just as the sun w...",Bello Ristorante,50,0.43
MomRocco,Touristy Restaurant - Food is okay,We changed our reservation to this restaurant on an evening when it was raining heavily and this restaurant was very close to our hotel. We had noted that the o...,Maison Livernois,30,0.5
MomRocco,Memorable Meal - Excellent Service,"We were very excited to get a reservation here and the meal was in keeping with all the great reviews. The evening we dined it was pouring outside, but the rest...",Chez Boulay-bistro boreal,50,0.75
MomRocco,Don't Understand All The High Scores - Very Average/Bland Italian Food,I made a reservation at this restaurant after reading all the very positive reviews on Trip Advisor. When we arrived most of the restaurant was set up for a ver...,Salumi Vino,30,0.12
MomRocco,Well Executed Meal - Great Service,Definitely a busy spot. We arrived for an early reservation and it seemed like half the tables were already full! We began with cocktails while enjoying our bee...,Restaurant Holder,50,0.8
MomRocco,Nice Location for Lunch ,We remembered dining here from our last trip to Montreal and so wanted to enjoy lunch here again in the beautiful floral setting. The food was just okay which w...,Jardin Nelson,30,0.6
MomRocco,Sophisticated Restaurant with Fabulous Food,"On our first night in Montreal, I knew we would want to return to this restaurant which we had enjoyed on past visits. Our memories were not false and the food ...",Restaurant Bonaparte,50,0.45
MomRocco,Superior Food and Service - Highly Recommend,"Everything about this restaurant, from the murals by indigenous artists which are painted directly on the walls, to the quality of the food and wine speak to a ...",Chez Delmo,50,0.43
MomRocco,Lovely Outdoor Dining Restaurant,"This bistro offered outdoor seating and once we got them to turn off the heat lamps, it was a nice place to sit. (It was 72 degrees and the heat lamps were sear...",Bistro St-Malo,40,0.5
MomRocco,Small Neighborhood Restaurant With Fine Food,Stash Cafe was suggested to us by the hotel we were staying at and they did not steer us wrong. There were many other diners who appeared to be regulars as they...,Stash Cafe,40,0.08
MomRocco,Great Steaks and Excellent Service,This restaurant was recommended by a friend who had recently visited Toronto. We're from Chicago and have many fine steakhouses and I would put The Keg near the...,The Keg Steakhouse + Bar - Esplanade,50,0.9
MomRocco,Seafood was fresh and delicious ,We ate here during a recent trip to Toronto. We have visited Portugal a couple times and were looking forward to some portugese cuisine. My husband had the shri...,Adega,40,0.65
MomRocco,The Intrigue and Secrets Stolen Around Porcelain,I had no idea that the arcana for making porcelain was so valuable that spies were involved in getting the formulas. I also had no idea that people sunk money i...,Gardiner Museum,40,0
MomRocco,Not Worth The Time of Money,"I'm willing to consider that my interests in shoes may not match up with what others found interesting here, but we were very disappointed in this museum. The e...",Bata Shoe Museum,20,-0.15
MomRocco,So Much to See!!!,We have visited ROM before and just wandered by ourselves in the museum. We were there for about 4 hours total and the exhibits we found the most interesting we...,Royal Ontario Museum,50,0.39
MomRocco,Best Part Was Statues ,The museum was incredibly hot the day we visited and quite honestly I couldn't wait to get out of it until I came across the exhibit of statues created from 3D ...,Plains of Abraham Museum,40,1
Voyager212,Slick and stylish,"Stylish, and slick restaurant and bar.  Knowledgeable and welcoming staff.  Interesting and varied French menu, and consistently good quality food. Extensive, v...",Maison Francois,40,0.12
Voyager212,You know what you are getting...,"Well laid out and well run branch of the chain.   The food and service were of good quality, as to be expected of the brand.  It is now somewhat commoditised, b...",The Ivy on the Square,40,0
Voyager212,Great location,"Great location on the High Street by North Bridge Â  central for the Old Town but a short stroll to Princes St, St Andrews Square etc.  Helpful reception staff....","Radisson Blu Hotel, Edinburgh City Centre",40,0.8
